i,d,y_obs,y_sim,y_mix,rolling_avg_365
5,2030-07-27,,-36.617347524061074,-36.617347524061074,-40.677152236279866
5,2030-07-28,,-36.91516674386536,-36.91516674386536,-40.74675104447861
5,2030-07-29,,-37.21685852892426,-37.21685852892426,-40.81634719676119
5,2030-07-30,,-37.52243070813746,-37.52243070813746,-40.88594068825669
5,2030-07-31,,-37.831889962133545,-37.831889962133545,-40.95553151488153
5,2030-08-01,,-38.1452418212931,-38.1452418212931,-41.02511967334073
5,2030-08-02,,-38.46249066411225,-38.46249066411225,-41.09470516112887
5,2030-08-03,,-38.783639715907015,-38.783639715907015,-41.1642879765308
5,2030-08-04,,-39.10869104785874,-39.10869104785874,-41.23386811862219
5,2030-08-05,,-39.43764557640131,-39.43764557640131,-41.30344558726978
5,2030-08-06,,-39.77050306295,-39.77050306295,-41.37302038313142
5,2030-08-07,,-40.10726211397196,-40.10726211397196,-41.44259250765588
5,2030-08-08,,-40.44792018139867,-40.44792018139867,-41.51216196308245
5,2030-08-09,,-40.7924735633799,-40.7924735633799,-41.5817287524402
5,2030-08-10,,-41.1409174053792,-41.1409174053792,-41.65129287954717
5,2030-08-11,,-41.493245701610405,-41.493245701610405,-41.720854349009194
5,2030-08-12,,-41.84945129681482,-41.84945129681482,-41.79041316621855
5,2030-08-13,,-42.20952588837865,-42.20952588837865,-41.85996933735233
5,2030-08-14,,-42.57346002878977,-42.57346002878977,-41.929522869370686
5,2030-08-15,,-42.94124312843351,-42.94124312843351,-41.999073770014704
5,2030-08-16,,-43.3128634587263,-43.3128634587263,-42.06862204780414
5,2030-08-17,,-43.68830815558614,-43.68830815558614,-42.138167712034885
5,2030-08-18,,-44.06756322323949,-44.06756322323949,-42.20771077277624
5,2030-08-19,,-44.450613538362816,-44.450613538362816,-42.277251240867905
5,2030-08-20,,-44.83744285455782,-44.83744285455782,-42.3467891279168
5,2030-08-21,,-45.22803380715892,-45.22803380715892,-42.41632444629362
5,2030-08-22,,-45.62236791837184,-45.62236791837184,-42.48585720912915
5,2030-08-23,,-46.02042560274144,-46.02042560274144,-42.555387430310425
5,2030-08-24,,-46.42218617294739,-46.42218617294739,-42.62491512447658
5,2030-08-25,,-46.82762784592588,-46.82762784592588,-42.69444030701454
5,2030-08-26,,-47.236727749315534,-47.236727749315534,-42.76396299405445
5,2030-08-27,,-47.64946192822575,-47.64946192822575,-42.833483202464954
5,2030-08-28,,-48.06580535232534,-48.06580535232534,-42.9030009498481
5,2030-08-29,,-48.48573192324933,-48.48573192324933,-42.97251625453424
5,2030-08-30,,-48.90921448232213,-48.90921448232213,-43.04202913557655
5,2030-08-31,,-49.33622481859384,-49.33622481859384,-43.11153961274539
5,2030-09-01,,-49.76673367718868,-49.76673367718868,-43.18104770652248
5,2030-09-02,,-50.20071076796168,-50.20071076796168,-43.2505534380948
5,2030-09-03,,-50.63812477446233,-50.63812477446233,-43.320056829348374
5,2030-09-04,,-51.07894336320143,-51.07894336320143,-43.38955790286174
5,2030-09-05,,-51.523133193219,-51.523133193219,-43.45905668189931
5,2030-09-06,,-51.97065992595067,-51.97065992595067,-43.52855319040445
5,2030-09-07,,-52.421488235388765,-52.421488235388765,-43.59804745299243
5,2030-09-08,,-52.87558181853605,-52.87558181853605,-43.66753949494313
5,2030-09-09,,-40.23244831956799,-40.23244831956799,-43.701137684422065
5,2030-09-10,,-38.78232838185086,-38.78232838185086,-43.729499099471155
5,2030-09-11,,-39.24599036109712,-39.24599036109712,-43.7578583736344
5,2030-09-12,,-39.71276285128869,-39.71276285128869,-43.78621553477333
5,2030-09-13,,-40.18260483128883,-40.18260483128883,-43.81457061137477
5,2030-09-14,,-40.655474371649134,-40.655474371649134,-43.87881529031382
5,2030-09-15,,-41.13132864701758,-41.13132864701758,-43.94829254984692
5,2030-09-16,,-41.61012394881082,-41.61012394881082,-44.01776781396943
5,2030-09-17,,-44.00244700347986,-44.00244700347986,-44.092475719899156
5,2030-09-18,,-44.48698976437648,-44.48698976437648,-44.167181692803254
5,2030-09-19,,-44.97433725718604,-44.97433725718604,-44.241885764736885
5,2030-09-20,,-45.4644423722974,-45.4644423722974,-44.31658796831776
5,2030-09-21,,-45.957257184074464,-45.957257184074464,-44.39128833671643
5,2030-09-22,,-46.45273296503851,-46.45273296503851,-44.46075229733053
5,2030-09-23,,-46.95082020028696,-46.95082020028696,-44.53021449072277
5,2030-09-24,,-47.45146860214626,-47.45146860214626,-44.59967495166279
5,2030-09-25,,-47.95462712505211,-47.95462712505211,-44.66913371543292
5,2030-09-26,,-48.46024398065517,-48.46024398065517,-44.73859081781769
5,2030-09-27,,-48.96826665314586,-48.96826665314586,-44.80804629509327
5,2030-09-28,,-49.47864191479464,-49.47864191479464,-44.87750018401672
5,2030-09-29,,-49.99131584170314,-49.99131584170314,-44.96856183780365
5,2030-09-30,,-50.50623382976083,-50.50623382976083,-45.06579257291588
5,2030-10-01,,-51.02334061080337,-51.02334061080337,-45.1630218327231
5,2030-10-02,,-51.54258026896747,-51.54258026896747,-45.26024965579581
5,2030-10-03,,-52.06389625723706,-52.06389625723706,-45.35747608112966
5,2030-10-04,,-52.58723141417656,-52.58723141417656,-45.454701148133914
5,2030-10-05,,-53.11252798084614,-53.11252798084614,-45.55192489661982
5,2030-10-06,,-53.63972761789307,-53.63972761789307,-45.64914736678875
5,2030-10-07,,-54.168771422815496,-54.168771422815496,-45.740198004456104
5,2030-10-08,,-54.69959994739261,-54.69959994739261,-45.83124744533208
5,2030-10-09,,-55.23215321527633,-55.23215321527633,-45.92229573071679
5,2030-10-10,,-55.76637073973952,-55.76637073973952,-46.01334290225221
5,2030-10-11,,-56.30219154157452,-56.30219154157452,-46.10438900190998
5,2030-10-12,,-56.83955416713789,-56.83955416713789,-46.19543407197888
5,2030-10-13,,-57.37839670653631,-57.37839670653631,-46.286478155052414
5,2030-10-14,,-57.91865681194564,-57.91865681194564,-46.377521294016105
5,2030-10-15,,-58.46027171606141,-58.46027171606141,-46.46856353203489
5,2030-10-16,,-59.00317825067231,-59.00317825067231,-46.55960491254028
5,2030-10-17,,-59.547312865352765,-59.547312865352765,-46.65064547921755
5,2030-10-18,,-60.092611646268765,-60.092611646268765,-46.7416852759928
5,2030-10-19,,-60.6390103350905,-60.6390103350905,-46.83272434701998
5,2030-10-20,,-61.18644434800791,-61.18644434800791,-46.92376273666776
5,2030-10-21,,-61.73484879484177,-61.73484879484177,-47.01480048950647
5,2030-10-22,,-62.28415849824587,-62.28415849824587,-47.10583765029485
5,2030-10-23,,-62.83430801299397,-62.83430801299397,-47.196874263966876
5,2030-10-24,,-63.38523164534635,-63.38523164534635,-47.28791037561842
5,2030-10-25,,-63.93686347248922,-63.93686347248922,-47.37894603049387
5,2030-10-26,,-64.48913736204261,-64.48913736204261,-47.46998127397282
5,2030-10-27,,-65.04198699162997,-65.04198699162997,-47.56101615155659
5,2030-10-28,,-65.59534586850388,-65.59534586850388,-47.65205070885479
5,2030-10-29,,-66.14914734922289,-66.14914734922289,-47.74308499157177
5,2030-10-30,,-66.70332465937142,-66.70332465937142,-47.834119045493175
5,2030-10-31,,-67.2578109133202,-67.2578109133202,-47.92515291647232
5,2030-11-01,,-67.81253913401848,-67.81253913401848,-48.016186650416685
5,2030-11-02,,-68.36744227281359,-68.36744227281359,-48.10722029327429
5,2030-11-03,,-68.92245322929176,-68.92245322929176,-48.19825389102008
5,2030-11-04,,-69.47750487113447,-69.47750487113447,-48.289287489642405
5,2030-11-05,,-70.0325300539836,-70.0325300539836,-48.38032113512933
5,2030-11-06,,-70.58746164131034,-70.58746164131034,-48.47135487345501
5,2030-11-07,,-71.1422325242829,-71.1422325242829,-48.5623887505662
5,2030-11-08,,-58.59632055504393,-58.59632055504393,-48.617531154597074
5,2030-11-09,,-57.23993760754506,-57.23993760754506,-48.66743918285414
5,2030-11-10,,-57.793824299214975,-57.793824299214975,-48.71734748743611
5,2030-11-11,,-58.347282525091785,-58.347282525091785,-48.76725611404403
5,2030-11-12,,-58.900245612334885,-58.900245612334885,-48.8171651082836
5,2030-11-13,,-59.45264703462303,-59.45264703462303,-48.9029661734232
5,2030-11-14,,-60.00442043184061,-60.00442043184061,-48.99400230338203
5,2030-11-15,,-60.555499629714845,-60.555499629714845,-49.08503893708311
5,2030-11-16,,-63.01644996472892,-63.01644996472892,-49.18131072593235
5,2030-11-17,,-63.56594308231817,-63.56594308231817,-49.27758310854131
5,2030-11-18,,-64.11454478831263,-64.11454478831263,-49.37385612966179
5,2030-11-19,,-64.66218984699385,-64.66218984699385,-49.47012983385667
5,2030-11-20,,-65.20881330573083,-65.20881330573083,-49.56640426548671
5,2030-11-21,,-65.7543505142004,-65.7543505142004,-49.657444862381396
5,2030-11-22,,-66.29873714351818,-66.29873714351818,-49.74848627477388
5,2030-11-23,,-66.84190920527509,-66.84190920527509,-49.839528546339984
5,2030-11-24,,-67.38380307047167,-67.38380307047167,-49.93057172050133
5,2030-11-25,,-67.92435548834762,-67.92435548834762,-50.0216158404124
5,2030-11-26,,-68.46350360509845,-68.46350360509845,-50.11266094894785
5,2030-11-27,,-69.00118498247494,-69.00118498247494,-50.203707088689775
5,2030-11-28,,-69.53733761625956,-69.53733761625956,-50.2947543019151
5,2030-11-29,,-70.07189995461493,-70.07189995461493,-50.38580263058312
5,2030-11-30,,-70.60481091629731,-70.60481091629731,-50.476852116323045
5,2030-12-01,,-71.13600990873206,-71.13600990873206,-50.56790280042166
5,2030-12-02,,-71.6654368459437,-71.6654368459437,-50.65895472381117
5,2030-12-03,,-72.19303216633642,-72.19303216633642,-50.750007927057055
5,2030-12-04,,-72.71873685031946,-72.71873685031946,-50.84106245034604
5,2030-12-05,,-73.24249243777163,-73.24249243777163,-50.93211833347423
5,2030-12-06,,-73.76424104534061,-73.76424104534061,-51.02317561583537
5,2030-12-07,,-74.28392538357207,-74.28392538357207,-51.114234336409105
5,2030-12-08,,-74.80148877386198,-74.80148877386198,-51.20529453374949
5,2030-12-09,,-75.31687516522891,-75.31687516522891,-51.296356245973634
5,2030-12-10,,-75.83002915090051,-75.83002915090051,-51.387419510750306
5,2030-12-11,,-76.34089598470915,-76.34089598470915,-51.47848436528887
5,2030-12-12,,-76.84942159729222,-76.84942159729222,-51.56955084632828
5,2030-12-13,,-77.35555261209224,-77.35555261209224,-51.660618990126146
5,2030-12-14,,-77.85923636115164,-77.85923636115164,-51.75168883244807
5,2030-12-15,,-78.36042090069819,-78.36042090069819,-51.842760408557005
5,2030-12-16,,-78.85905502651592,-78.85905502651592,-51.933833753202855
5,2030-12-17,,-79.3550882890973,-79.3550882890973,-52.02490890061222
5,2030-12-18,,-79.84847100857226,-79.84847100857226,-52.11598588447818
5,2030-12-19,,-80.33915428940887,-80.33915428940887,-52.20706473795042
5,2030-12-20,,-80.8270900348826,-80.8270900348826,-52.298145493625356
5,2030-12-21,,-81.31223096130881,-81.31223096130881,-52.38922818353653
5,2030-12-22,,-81.79453061203486,-81.79453061203486,-52.480312839145085
5,2030-12-23,,-82.27394337118709,-82.27394337118709,-52.57139949133051
5,2030-12-24,,-82.75042447716986,-82.75042447716986,-52.66248817038145
5,2030-12-25,,-83.22393003591058,-83.22393003591058,-52.7535789059868
5,2030-12-26,,-83.69441703384905,-83.69441703384905,-52.84467172722686
5,2030-12-27,,-84.16184335066575,-84.16184335066575,-52.93576666256476
5,2030-12-28,,-84.62616777174595,-84.62616777174595,-53.02686373983804
5,2030-12-29,,-85.08735000037588,-85.08735000037588,-53.11796298625042
5,2030-12-30,,-85.54535066966696,-85.54535066966696,-53.20906442836371
5,2030-12-31,,-86.00013135420511,-86.00013135420511,-53.30016809208999
5,2031-01-01,,-86.45165458142174,-86.45165458142174,-53.39127400268395
5,2031-01-02,,-86.89988384268219,-86.89988384268219,-53.48238218473535
5,2031-01-03,,-87.34478360408932,-87.34478360408932,-53.57349266216182
5,2031-01-04,,-87.78631931699873,-87.78631931699873,-53.664605458201756
5,2031-01-05,,-88.22445742824169,-88.22445742824169,-53.75572059540743
5,2031-01-06,,-88.65916539005491,-88.65916539005491,-53.84683809563831
5,2031-01-07,,-75.98995658313119,-75.98995658313119,-53.90206632228318
5,2031-01-08,,-74.5070793669397,-74.5070793669397,-53.95206234725223
5,2031-01-09,,-74.93131179059874,-74.93131179059874,-54.002060796604546
5,2031-01-10,,-75.35199411593018,-75.35199411593018,-54.05206168936587
5,2031-01-11,,-75.76909896061834,-75.76909896061834,-54.10206504383888
5,2031-01-12,,-76.18260000098186,-76.18260000098186,-54.18796253536923
5,2031-01-13,,-76.59247197976285,-76.59247197976285,-54.279097129342
5,2031-01-14,,-76.99869071360116,-76.99869071360116,-54.37023423554314
5,2031-01-15,,-79.3118644055219,-79.3118644055219,-54.46660847564712
5,2031-01-16,,-79.71070843044663,-79.71070843044663,-54.56298525794852
5,2031-01-17,,-80.10583317369547,-80.10583317369547,-54.65936459630561
5,2031-01-18,,-80.49721881585258,-80.49721881585258,-54.75574650382026
5,2031-01-19,,-80.88484664396222,-80.88484664396222,-54.852130992834155
5,2031-01-20,,-81.2686990570663,-81.2686990570663,-54.94328346860902
5,2031-01-21,,-81.64875957141282,-81.64875957141282,-55.03443854827123
5,2031-01-22,,-82.02501282533362,-82.02501282533362,-55.12559624186068
5,2031-01-23,,-82.39744458379012,-82.39744458379012,-55.2167565586437
5,2031-01-24,,-82.76604174258571,-82.76604174258571,-55.30791950711043
5,2031-01-25,,-83.13079233224359,-83.13079233224359,-55.399085094972214
5,2031-01-26,,-83.49168552154858,-83.49168552154858,-55.49025332915939
5,2031-01-27,,-83.84871162075231,-83.84871162075231,-55.58142421581918
5,2031-01-28,,-84.20186208444072,-84.20186208444072,-55.67259776031391
5,2031-01-29,,-84.55112951406251,-84.55112951406251,-55.7637739672194
5,2031-01-30,,-84.89650766011864,-84.89650766011864,-55.85495284032363
5,2031-01-31,,-85.23799142401177,-85.23799142401177,-55.9461343826256
5,2031-02-01,,-85.57557685955477,-85.57557685955477,-56.03731859633448
5,2031-02-02,,-85.90926117413865,-85.90926117413865,-56.128505482868874
5,2031-02-03,,-86.23904272955886,-86.23904272955886,-56.21969504285649
5,2031-02-04,,-86.56492104250009,-86.56492104250009,-56.31088727613391
5,2031-02-05,,-86.88689678467921,-86.88689678467921,-56.40208218174667
5,2031-02-06,,-87.20497178264668,-87.20497178264668,-56.49327975794949
5,2031-02-07,,-87.51914901724581,-87.51914901724581,-56.58448000220679
5,2031-02-08,,-87.8294326227309,-87.8294326227309,-56.675682911193555
5,2031-02-09,,-88.13582788554369,-88.13582788554369,-56.76688848079615
5,2031-02-10,,-88.4383412427491,-88.4383412427491,-56.85809670611368
5,2031-02-11,,-88.73698028013033,-88.73698028013033,-56.94930758145936
5,2031-02-12,,-89.0317537299442,-89.0317537299442,-57.04052110036219
5,2031-02-13,,-89.32267146833703,-89.32267146833703,-57.13173725556895
5,2031-02-14,,-89.60974451242228,-89.60974451242228,-57.222956039046274
5,2031-02-15,,-89.89298501702017,-89.89298501702017,-57.31417744198302
5,2031-02-16,,-90.17240627106116,-90.17240627106116,-57.40540145479294
5,2031-02-17,,-90.4480226936532,-90.4480226936532,-57.49662806711748
5,2031-02-18,,-90.71984982981536,-90.71984982981536,-57.58785726782883
5,2031-02-19,,-90.98790434587724,-90.98790434587724,-57.67908904503327
5,2031-02-20,,-91.25220402454768,-91.25220402454768,-57.77032338607461
5,2031-02-21,,-91.51276775965208,-91.51276775965208,-57.86156027753801
5,2031-02-22,,-91.7696155505418,-91.7696155505418,-57.95279970525389
5,2031-02-23,,-92.0227684961758,-92.0227684961758,-58.0440416543022
5,2031-02-24,,-92.2722487888773,-92.2722487888773,-58.135286109016725
5,2031-02-25,,-92.51807970776646,-92.51807970776646,-58.22653305298984
5,2031-02-26,,-92.76028561187198,-92.76028561187198,-58.31778246907729
5,2031-02-27,,-92.9988919329227,-92.9988919329227,-58.40903433940325
5,2031-02-28,,-93.23392516782198,-93.23392516782198,-58.50028864536569
5,2031-03-01,,-93.465412870807,-93.465412870807,-58.591545367641814
5,2031-03-02,,-93.69338364529467,-93.69338364529467,-58.6828044861938
5,2031-03-03,,-93.91786713541777,-93.91786713541777,-58.77406598027474
5,2031-03-04,,-94.13889401725253,-94.13889401725253,-58.86532982843475
5,2031-03-05,,-94.35649598974128,-94.35649598974128,-58.95659600852737
5,2031-03-06,,-94.57070576531206,-94.57070576531206,-59.047864497716056
5,2031-03-07,,-86.8941567243919,-86.8941567243919,-59.11752595649245
5,2031-03-08,,-71.74896207311954,-71.74896207311954,-59.145127424113184
5,2031-03-09,,-70.04257021504998,-70.04257021504998,-59.16749652193262
5,2031-03-10,,-70.24355825192323,-70.24355825192323,-59.18986783073958
5,2031-03-11,,-70.44133250716695,-70.44133250716695,-59.21224132435263
5,2031-03-12,,-70.63593156054975,-70.63593156054975,-59.23461697594379
5,2031-03-13,,-70.82739493143343,-70.82739493143343,-59.292886415817975
5,2031-03-14,,-71.01576306707885,-71.01576306707885,-59.35639256442271
5,2031-03-15,,-73.45334441963345,-73.45334441963345,-59.426071381487176
5,2031-03-16,,-75.54627838339567,-75.54627838339567,-59.500986849230294
5,2031-03-17,,-75.72561259472263,-75.72561259472263,-59.575904331398355
5,2031-03-18,,-75.90202239541995,-75.90202239541995,-59.65082379745754
5,2031-03-19,,-76.07555268734195,-76.07555268734195,-59.72574521628693
5,2031-03-20,,-76.24624922443603,-76.24624922443603,-59.800668556187794
5,2031-03-21,,-76.41415859920325,-76.41415859920325,-59.870359178576905
5,2031-03-22,,-76.57932822891078,-76.57932822891078,-59.94005165694408
5,2031-03-23,,-76.74180634156058,-76.74180634156058,-60.00974595791397
5,2031-03-24,,-76.90164196161751,-76.90164196161751,-60.07944204757185
5,2031-03-25,,-77.05888489550274,-77.05888489550274,-60.14913989147373
5,2031-03-26,,-77.21358571685508,-77.21358571685508,-60.21883945465646
5,2031-03-27,,-77.36579575156502,-77.36579575156502,-60.288540701648174
5,2031-03-28,,-77.51556706258715,-77.51556706258715,-60.35824359647873
5,2031-03-29,,-77.66295243453354,-77.66295243453354,-60.42794810269034
5,2031-03-30,,-77.808005358054,-77.808005358054,-60.49765418334841
5,2031-03-31,,-77.95078001400746,-77.95078001400746,-60.567361801052435
5,2031-04-01,,-78.09133125742879,-78.09133125742879,-60.637070917947064
5,2031-04-02,,-78.22971460129628,-78.22971460129628,-60.706781495733324
5,2031-04-03,,-78.36598620010479,-78.36598620010479,-60.77649349567993
5,2031-04-04,,-78.50020283324845,-78.50020283324845,-60.84620687863477
5,2031-04-05,,-78.63242188821872,-78.63242188821872,-60.91592160503645
5,2031-04-06,,-78.76270134362277,-78.76270134362277,-60.98563763492606
5,2031-04-07,,-78.89109975202621,-78.89109975202621,-61.05535492795896
5,2031-04-08,,-79.01767622262686,-79.01767622262686,-61.1250734434167
5,2031-04-09,,-79.1424904037633,-79.1424904037633,-61.19479314021915
5,2031-04-10,,-79.26560246526387,-79.26560246526387,-61.26451397693653
5,2031-04-11,,-79.38707308064146,-79.38707308064146,-61.334235911801784
5,2031-04-12,,-79.5069634091394,-79.5069634091394,-61.40395890272291
5,2031-04-13,,-79.6253350776331,-79.6253350776331,-61.473682907295355
5,2031-04-14,,-79.74225016239407,-79.74225016239407,-61.54340788281465
5,2031-04-15,,-79.85777117072035,-79.85777117072035,-61.61313378628899
5,2031-04-16,,-79.97196102243966,-79.97196102243966,-61.682860574451986
5,2031-04-17,,-80.08488303129042,-80.08488303129042,-61.75258820377543
5,2031-04-18,,-80.19660088618585,-80.19660088618585,-61.82231663048223
5,2031-04-19,,-80.30717863236798,-80.30717863236798,-61.89204581055931
5,2031-04-20,,-80.41668065245551,-80.41668065245551,-61.96177569977068
5,2031-04-21,,-80.52517164739132,-80.52517164739132,-62.0315062536705
5,2031-04-22,,-80.63271661729723,-80.63271661729723,-62.101237427616255
5,2031-04-23,,-80.73938084223919,-80.73938084223919,-62.17096917678188
5,2031-04-24,,-80.84522986290915,-80.84522986290915,-62.24070145617119
5,2031-04-25,,-80.95032946123204,-80.95032946123204,-62.31043422063103
5,2031-04-26,,-81.05474564089812,-81.05474564089812,-62.380167424864716
5,2031-04-27,,-81.1585446078326,-81.1585446078326,-62.44990102344545
5,2031-04-28,,-81.2617927506038,-81.2617927506038,-62.519634970829735
5,2031-04-29,,-81.36455662077782,-81.36455662077782,-62.58936922137084
5,2031-04-30,,-81.46690291322467,-81.46690291322467,-62.659103729332344
5,2031-05-01,,-81.5688984463826,-81.5688984463826,-62.728838448901634
5,2031-05-02,,-81.6706101424848,-81.6706101424848,-62.79857333420348
5,2031-05-03,,-81.77210500775662,-81.77210500775662,-62.868308339313636
5,2031-05-04,,-81.87345011258725,-81.87345011258725,-62.93804341827238
5,2031-05-05,,-81.9747125716822,-81.9747125716822,-63.007778525098125
5,2031-05-06,,-82.07595952420341,-82.07595952420341,-63.07751361380106
5,2031-05-07,,-69.07680302732102,-69.07680302732102,-63.11135698062529
5,2031-05-08,,-67.26758907733418,-67.26758907733418,-63.13996563106078
5,2031-05-09,,-67.36919229165089,-67.36919229165089,-63.16857412549062
5,2031-05-10,,-67.4710484032667,-67.4710484032667,-63.19718241802805
5,2031-05-11,,-67.57322437567207,-67.57322437567207,-63.225790462846064
5,2031-05-12,,-67.67578707770565,-67.67578707770565,-63.29028987196243
5,2031-05-13,,-67.77880326376616,-67.77880326376616,-63.360023548254794
5,2031-05-14,,-67.88233955405956,-67.88233955405956,-63.42975683984068
5,2031-05-15,,-69.89709372021566,-69.89709372021566,-63.50472430758341
5,2031-05-16,,-70.0018694442948,-70.0018694442948,-63.579691299841656
5,2031-05-17,,-70.10736413115848,-70.10736413115848,-63.65465777143073
5,2031-05-18,,-70.2136436675841,-70.2136436675841,-63.72962367732004
5,2031-05-19,,-70.32077370809948,-70.32077370809948,-63.80458897264642
5,2031-05-20,,-70.42881965555502,-70.42881965555502,-63.87431900641137
5,2031-05-21,,-70.53784664176885,-70.53784664176885,-63.94404834044222
5,2031-05-22,,-70.64791950825436,-70.64791950825436,-64.01377693045745
5,2031-05-23,,-70.75910278703218,-70.75910278703218,-64.08350473239567
5,2031-05-24,,-70.8714606815337,-70.8714606815337,-64.15323170242867
5,2031-05-25,,-70.98505704760319,-70.98505704760319,-64.22295779697444
5,2031-05-26,,-71.09995537460068,-71.09995537460068,-64.29268297271007
5,2031-05-27,,-71.21621876661537,-71.21621876661537,-64.3624071865845
5,2031-05-28,,-71.33390992379167,-71.33390992379167,-64.4321303958313
5,2031-05-29,,-71.45309112377527,-71.45309112377527,-64.50185255798135
5,2031-05-30,,-71.57382420328439,-71.57382420328439,-64.57157363087535
5,2031-05-31,,-71.69617053981077,-71.69617053981077,-64.64129357267637
5,2031-06-01,,-71.82019103345777,-71.82019103345777,-64.71101234188217
5,2031-06-02,,-71.94594608891865,-71.94594608891865,-64.78072989733748
5,2031-06-03,,-72.07349559760189,-72.07349559760189,-64.8504461982462
5,2031-06-04,,-72.20289891990845,-72.20289891990845,-64.92016120418353
5,2031-06-05,,-72.33421486766579,-72.33421486766579,-64.9898748751078
5,2031-06-06,,-72.46750168672504,-72.46750168672504,-65.05958717137241
5,2031-06-07,,-72.60281703972458,-72.60281703972458,-65.12929805373759
5,2031-06-08,,-72.74021798902712,-72.74021798902712,-65.19900748338189
5,2031-06-09,,-72.87976097983365,-72.87976097983365,-65.26871542191381
5,2031-06-10,,-73.02150182348107,-73.02150182348107,-65.33842183138306
5,2031-06-11,,-73.1654956809256,-73.1654956809256,-65.40812667429182
5,2031-06-12,,-73.31179704642098,-73.31179704642098,-65.47782991360587
5,2031-06-13,,-73.46045973139191,-73.46045973139191,-65.54753151276549
5,2031-06-14,,-73.61153684851074,-73.61153684851074,-65.61723143569631
5,2031-06-15,,-73.76508079598077,-73.76508079598077,-65.68692964682003
5,2031-06-16,,-73.92114324202993,-73.92114324202993,-65.75662611106482
5,2031-06-17,,-74.07977510962233,-74.07977510962233,-65.82632079387585
5,2031-06-18,,-74.24102656138878,-74.24102656138878,-65.91762297721392
5,2031-06-19,,-74.40494698478311,-74.40494698478311,-66.01509390636431
5,2031-06-20,,-74.57158497746741,-74.57158497746741,-66.1125629536194
5,2031-06-21,,-74.74098833293137,-74.74098833293137,-66.21003008659277
5,2031-06-22,,-74.91320402634898,-74.91320402634898,-66.30749527346435
5,2031-06-23,,-75.0882782006787,-75.0882782006787,-66.40495848299011
5,2031-06-24,,-75.26625615300823,-75.26625615300823,-66.50241968451103
5,2031-06-25,,-75.44718232115069,-75.44718232115069,-66.59987884796233
5,2031-06-26,,-75.6311002704948,-75.6311002704948,-66.69116534911807
5,2031-06-27,,-75.81805268111272,-75.81805268111272,-66.78244975389264
5,2031-06-28,,-76.00808133513115,-76.00808133513115,-66.87373203405653
5,2031-06-29,,-76.20122710436672,-76.20122710436672,-66.96501216200893
5,2031-06-30,,-76.39752993823147,-76.39752993823147,-67.05629011078592
5,2031-07-01,,-76.59702885191125,-76.59702885191125,-67.14756585406839
5,2031-07-02,,-76.79976191482052,-76.79976191482052,-67.23883936618994
5,2031-07-03,,-77.0057662393368,-77.0057662393368,-67.33011062214433
5,2031-07-04,,-77.21507796981881,-77.21507796981881,-67.421379597593
5,2031-07-05,,-77.42773227191061,-77.42773227191061,-67.51264626887225
5,2031-07-06,,-64.54330823555546,-64.54330823555546,-67.5680189552287
5,2031-07-07,,-62.85211790587151,-62.85211790587151,-67.61815468582459
5,2031-07-08,,-63.07500097517857,-63.07500097517857,-67.66828804537792
5,2031-07-09,,-63.301357287812,-63.301357287812,-67.71841901299227
5,2031-07-10,,-63.53121696564972,-63.53121696564972,-67.76854756847911
5,2031-07-11,,-63.76460909386765,-63.76460909386765,-67.85456535013508
5,2031-07-12,,-64.00156171233263,-64.00156171233263,-67.9458152877495
5,2031-07-13,,-64.24210180730533,-64.24210180730533,-68.03706275697625
5,2031-07-14,,-66.39688660878558,-66.39688660878558,-68.13354234683163
5,2031-07-15,,-66.64467836151584,-66.64467836151584,-68.23001943443553
5,2031-07-16,,-66.89613214961378,-66.89613214961378,-68.32649400396427
5,2031-07-17,,-67.15127066821059,-67.15127066821059,-68.42296604033926
5,2031-07-18,,-67.41011552206649,-67.41011552206649,-68.51943552923164
5,2031-07-19,,-67.67268721917735,-67.67268721917735,-68.61066785075029
5,2031-07-20,,-67.93900516470622,-67.93900516470622,-68.70189759839394
5,2031-07-21,,-68.20908765524102,-68.20908765524102,-68.793124760107
5,2031-07-22,,-68.48295187338016,-68.48295187338016,-68.88434932459913
5,2031-07-23,,-68.76061388264803,-68.76061388264803,-68.97557128134848
5,2031-07-24,,-69.0420886227416,-69.0420886227416,-69.06679062060492
5,2031-07-25,,-69.3273899051093,-69.3273899051093,-69.15800733339289
5,2031-07-26,,-69.61653040886422,-69.61653040886422,-69.24922141151401
5,2031-07-27,,-69.90952167703216,-69.90952167703216,-69.34043284754955
5,2031-07-28,,-70.20637411313561,-70.20637411313561,-69.43164163486261
5,2031-07-29,,-70.50709697811548,-70.50709697811548,-69.52284776760013
5,2031-07-30,,-70.81169838759045,-70.81169838759045,-69.61405124069452
5,2031-07-31,,-71.12018530945547,-71.12018530945547,-69.70525204986527
5,2031-08-01,,-71.43256356181986,-71.43256356181986,-69.79645019162012
5,2031-08-02,,-71.74883781128574,-71.74883781128574,-69.88764566325622
5,2031-08-03,,-72.06901157156688,-72.06901157156688,-69.97883846286076
5,2031-08-04,,-72.39308720244907,-72.39308720244907,-70.0700285893117
5,2031-08-05,,-72.7210659090919,-72.7210659090919,-70.16121604227799
5,2031-08-06,,-73.05294774167203,-73.05294774167203,-70.25240082221968
5,2031-08-07,,-73.38873159536831,-73.38873159536831,-70.3435829303879
